New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
8122,2741,Scratch Coding,Ukraine,Sunmarke School,Female,8,online,96,4,3D Designing,3,ARTIFICIAL INTELLIGENCE
8123,2741,VEX Robotics,Ukraine,Sunmarke School,Female,6,online,8,1,App Development,4,ARTIFICIAL INTELLIGENCE
8124,2741,Artificial Intelligence & Machine Learning,Ukraine,Nadeen International school,Female,6,online,48,3,Python,4,ARTIFICIAL INTELLIGENCE
8125,2741,Virtual Robotics,Ukraine,Al majd international school,Female,10,hybrid,8,1,AI,4,ARTIFICIAL INTELLIGENCE
8126,2741,STEM Sr,Turkey,Sunmarke School,Male,8,offline,48,3,Python,4,ARTIFICIAL INTELLIGENCE
8127,2742,Graphic Designing & Animation,Turkey,Sunmarke School,Male,10,offline,48,3,Robotics Innovative Learning,4,STEM
8128,2742,Metaverse,Turkey,"GEMS Cambridge School, Sharjah",Male,6,online,8,1,Python,3,STEM
8129,2743,Young Coder,Turkey,ASPAM,Male,10,online,48,3,Python,3,UNIQUE COURSES
8130,2743,VEX Robotics,Kuwait,Sunmarke School,Female,8,online,8,1,3D Designing,4,UNIQUE COURSES
8131,2744,Tech Innovator,Kuwait,Cambridge International School,Female,8,offline,24,2,Technology Innovative Learning,5,ROBOTICS
8132,2744,Artificial Intelligence,Kuwait,GEMS Royal Dubai School,Female,6,online,48,3,Game Development,3,ROBOTICS
8133,2744,Design Thinking and Entrepreneur Program,Kuwait,Raha international school,Female,10,hybrid,48,3,Python,4,ROBOTICS
8134,2744,HTML Programming,Egypt,Dubai International Academy,Male,12,offline,48,3,Robotics Innovative Learning,4,ROBOTICS
8135,2744,Microsoft Arcade,Egypt,Cambridge International School,Male,7,online,24,2,3D Designing,3,ROBOTICS
8136,2745,Artificial Intelligence for Non Programmers,Egypt,OOB sharjah,Male,6,offline,48,3,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
8137,2745,Young Entrepreneur,Egypt,Edyscan Spl kid,Male,8,hybrid,8,1,Game Development,4,ARTIFICIAL INTELLIGENCE
8138,2745,Artificial Intelligence,Switzerland,ST laurence school Sallins,Male,12,online,8,1,Game Development,3,ARTIFICIAL INTELLIGENCE
8139,2746,Python Programming,Switzerland,Sunmarke School,Male,6,online,24,2,Graphics Designing,4,ARTIFICIAL INTELLIGENCE
8140,2746,Programming & Coding - Python/JAVA/HTML/C/C++,Switzerland,Oberoi International School,Male,6,offline,8,1,Python,4,ARTIFICIAL INTELLIGENCE
8141,2746,JAVA,Switzerland,The School of the Good Shepherd,Male,8,hybrid,48,3,Coding for kids,4,ARTIFICIAL INTELLIGENCE
8142,2746,Arduino,China,"Aspen Heights, Abu Dhabi",Female,12,offline,24,2,3D Designing,4,ARTIFICIAL INTELLIGENCE
8143,2746,Microsoft Arcade,China,Sunmarke School,Female,8,hybrid,8,1,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
8144,2747,3D Designing & Modelling,China,St marys icse,Female,6,online,96,4,Graphics Designing,5,ELECTRONICS
8145,2747,Artificial Intelligence,China,Indian school bahrain,Female,10,hybrid,96,4,3D Designing,4,ELECTRONICS
8146,2747,Programming & Coding - Python/JAVA/HTML/C/C++,Saudi Arabia,GEMS Jls,Male,12,online,48,3,Python,3,ELECTRONICS
8147,2748,Internet of Things,Saudi Arabia,Sunmarke School,Male,8,online,48,3,AI,4,CODING
8148,2748,Artificial Intelligence,Saudi Arabia,Raha international school,Male,8,offline,48,3,Coding for kids,4,CODING
8149,2748,Virtual Robotics,Saudi Arabia,KES,Male,6,hybrid,48,3,Technology Innovative Learning,5,CODING
8150,2748,Game Development with Unity,Cuba,Akg public school,Female,12,online,24,2,Game Development,5,CODING
8151,2748,Graphic Designing,Cuba,Sunmarke School,Female,8,offline,24,2,Graphics Designing,5,CODING
8152,2749,Game Development with Unity,Cuba,The Millenium School,Female,9,offline,48,3,Game Development,4,UNIQUE COURSES
8153,2750,Arduino,Cuba,United International Private School,Female,10,online,96,4,Coding for kids,5,ELECTRONICS
8154,2750,Young Game Developer,Iran,Al Eman Educational Est ( Al Eman private School ),Male,12,online,96,4,Python,3,ELECTRONICS
8155,2751,Coding For KidsCoding for kids,Iran,Cambridge International School,Male,8,offline,96,4,Technology Innovative Learning,3,STEM
8156,2752,VEX Robotics,Iran,ISGi,Male,10,hybrid,24,2,3D Designing,4,DESIGNING AND ANIMATION
8157,2752,LEGO Robotics,Iran,Gulf Asian English school,Male,6,hybrid,24,2,Game Development,5,DESIGNING AND ANIMATION
8158,2752,Game Development - Block-Based,Ukraine,Akg public school,Female,12,hybrid,8,1,3D Designing,3,DESIGNING AND ANIMATION
8159,2752,Young Game Developer,Ukraine,"Indian Embassy School, Riyadh",Female,10,offline,48,3,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
8160,2753,JAVA,Ukraine,Springdales School LLC,Female,8,hybrid,8,1,Python,4,ELECTRONICS
8161,2753,3D Designing and PrintingApp Design and Development,Ukraine,Amity School L.L.C,Female,9,online,48,3,App Development,3,ELECTRONICS
8162,2753,Young Coder,USA,Ambassador International Academy,Female,12,offline,96,4,Robotics Innovative Learning,3,ELECTRONICS
8163,2754,Game Development,USA,Cambridge International School,Female,8,hybrid,48,3,Coding for kids,4,DESIGNING AND ANIMATION
8164,2754,3D Designing,USA,Arab Unity School,Female,6,offline,24,2,App Development,3,DESIGNING AND ANIMATION
8165,2754,Young Innovator,USA,The Indian International School (DSO Branch),Female,9,hybrid,24,2,App Development,4,DESIGNING AND ANIMATION
8166,2755,Artificial Intelligence,Ukraine,AgaKhan,Male,12,online,24,2,AI,4,GAME DEVELOPMENT
8167,2755,Public Speaking & Entrepreneurship,Ukraine,Cambridge International School,Male,8,online,24,2,AI,4,GAME DEVELOPMENT
8168,2755,Arduino,Ukraine,Home,Male,6,online,96,4,Graphics Designing,4,GAME DEVELOPMENT
8169,2756,Young Honcho,Ukraine,Khawla bent al azwar,Male,10,hybrid,96,4,AI,3,DESIGNING AND ANIMATION
8170,2757,Python Programming,Turkey,GEMS Heritage  Indian School,Female,12,hybrid,24,2,AI,3,CODING
8171,2757,3D Designing and PrintingApp Design and Development,Turkey,Cambridge International School,Female,7,hybrid,24,2,App Development,5,CODING
8172,2757,Data Analysis with PythonData Science,Turkey,Indian High School,Female,6,hybrid,48,3,Robotics Innovative Learning,4,CODING
8173,2757,Graphic Designing,Turkey,English College,Female,10,online,96,4,Graphics Designing,4,CODING
8174,2758,Drone Technology,United Arab Emirates,Oberoi International School,Male,12,online,48,3,App Development,4,UNIQUE COURSES
8175,2758,App Development,United Arab Emirates,Cambridge International School,Male,8,offline,24,2,Coding for kids,4,UNIQUE COURSES
8176,2758,Tech Innovator,United Arab Emirates,Al Amana private school,Male,6,offline,96,4,Python,4,UNIQUE COURSES
8177,2758,Web Development,United Arab Emirates,Ambersrdm,Male,10,hybrid,24,2,3D Designing,5,UNIQUE COURSES
8178,2759,Young App Developer,United Arab Emirates,GEMS Our Own English High School,Female,12,hybrid,24,2,Coding for kids,3,ARTIFICIAL INTELLIGENCE
8179,2759,Public Speaking & Entrepreneurship,United Arab Emirates,Cambridge International School,Female,8,online,8,1,Graphics Designing,4,ARTIFICIAL INTELLIGENCE
8180,2759,Graphic Designing & Animation,United Arab Emirates,Aws,Female,6,online,96,4,App Development,3,ARTIFICIAL INTELLIGENCE
8181,2759,JAVA,United Arab Emirates,Repton Dubai,Female,6,offline,24,2,AI,4,ARTIFICIAL INTELLIGENCE
8182,2759,Game Development - Block-Based,United States,Apple International School,Male,12,online,8,1,Robotics Innovative Learning,5,ARTIFICIAL INTELLIGENCE
8183,2760,Robotics,United States,Cambridge International School,Male,8,offline,48,3,Game Development,4,ROBOTICS
8184,2760,Young Game Developer,United States,Al Noor International School,Male,6,offline,8,1,AI,3,ROBOTICS
8185,2760,Virtual Robotics & Mechatronics,United States,GEMS Our Own Indian School,Male,7,offline,48,3,App Development,3,ROBOTICS
8186,2761,Young Coder,Ukraine,British school of Bahrain,Male,12,hybrid,48,3,Python,3,UNIQUE COURSES
8187,2761,Young App Developer,Ukraine,Cambridge International School,Male,8,offline,48,3,3D Designing,4,UNIQUE COURSES
8188,2761,3D Designing,Ukraine,ISGi,Male,6,offline,48,3,App Development,5,UNIQUE COURSES
8189,2761,Scratch Coding,Ukraine,Head Start Educational Academy,Male,10,offline,24,2,Graphics Designing,5,UNIQUE COURSES
8190,2761,Young Honcho,Nigeria,Al Noor International School,Female,12,hybrid,24,2,Game Development,3,UNIQUE COURSES
8191,2762,Space STEM,Nigeria,Cambridge International School,Female,8,online,48,3,Python,3,DESIGNING AND ANIMATION
8192,2763,Young Honcho,Nigeria,GEMS Our Own Indian School,Female,6,online,48,3,App Development,5,ROBOTICS
8193,2763,JAVA,Nigeria,Cambridge High School,Female,10,offline,48,3,Graphics Designing,3,ROBOTICS
8194,2763,Coding For KidsCoding for kids,Taiwan,NIMS,Female,12,online,48,3,Python,5,ROBOTICS
8195,2764,Artificial Intelligence & Machine Learning,Taiwan,Cambridge International School,Female,7,offline,48,3,Python,5,ELECTRONICS
8196,2764,STEM Sr,Taiwan,"Global Indian Inter. School, DXB",Female,6,hybrid,24,2,App Development,3,ELECTRONICS
8197,2764,Scratch Coding,Taiwan,Emirates International School (Meadows),Female,10,hybrid,24,2,Python,3,ELECTRONICS
8198,2764,HTML Programming,Uruguay,Cambridge International School Private,Female,12,online,48,3,Game Development,4,ELECTRONICS
8199,2764,Game Development - Block-Based,Uruguay,Cambridge International School,Female,6,online,48,3,Robotics Innovative Learning,4,ELECTRONICS
8200,2765,Web Development,Uruguay,International school of Choueifat,Female,6,online,48,3,Coding for kids,3,STEM
8201,2765,3D Designing and PrintingApp Design and Development,Uruguay,Bahrain Indian School,Female,10,offline,96,4,3D Designing,4,STEM
8202,2765,Data Analysis with PythonData Science,Uruguay,Al Manar International school,Male,12,online,48,3,Robotics Innovative Learning,3,STEM
8203,2765,Young App Developer,Uruguay,Cambridge International School,Male,9,offline,8,1,Game Development,4,STEM
8204,2765,Metaverse,Uruguay,Al Salam Private School,Male,6,hybrid,48,3,Python,3,STEM
8205,2766,Young Web Developer,Uruguay,Gems Founders,Male,10,hybrid,24,2,Coding for kids,3,DESIGNING AND ANIMATION
8206,2766,Game Development - Block-Based,Ukraine,Learning Oasis International School,Male,12,online,24,2,AI,3,DESIGNING AND ANIMATION
8207,2767,LEGO Robotics,Ukraine,Cambridge International School,Male,8,online,24,2,Coding for kids,5,UNIQUE COURSES
8208,2767,Young Innovator,Ukraine,Amity School L.L.C,Male,6,hybrid,48,3,Python,5,UNIQUE COURSES
8209,2768,Young Data Scientist,Ukraine,Alhussan International School,Male,10,hybrid,24,2,3D Designing,5,ROBOTICS
8210,2769,HTML Programming,Afghanistan,Ambersrdm,Female,12,online,8,1,Python,4,STEM
8211,2769,Young Coder,Afghanistan,Cambridge International School,Female,8,online,24,2,Coding for kids,4,STEM
8212,2769,Web Development,Afghanistan,GEMS Modern Academy,Female,8,hybrid,48,3,Coding for kids,3,STEM
8213,2769,Young Innovator,Afghanistan,Kings College Doha,Female,10,offline,8,1,Coding for kids,5,STEM
8214,2769,Coding For KidsCoding for kids,New Zealand,Indian school al Ghubra,Male,12,hybrid,24,2,3D Designing,5,STEM
8215,2770,Public Speaking & Entrepreneurship,New Zealand,Cambridge International School,Male,8,offline,48,3,Technology Innovative Learning,3,ELECTRONICS
8216,2770,Scratch Coding,New Zealand,Inb Al Haitham government school,Male,6,offline,24,2,Coding for kids,3,ELECTRONICS
8217,2770,Game and App Development,New Zealand,Al Basateen Private Nursery Hatta branch,Male,10,hybrid,24,2,3D Designing,3,ELECTRONICS
8218,2770,Young App Developer,Oman,American International School,Female,12,online,8,1,Robotics Innovative Learning,4,ELECTRONICS
8219,2770,JAVA,Oman,Cambridge International School,Female,7,offline,24,2,Technology Innovative Learning,4,ELECTRONICS
8220,2771,App Development,Oman,Gems Founders,Female,6,online,48,3,App Development,3,CODING
8221,2771,Drone Technology,Oman,MIS,Female,13,hybrid,24,2,Python,5,CODING
8222,2771,Metaverse,United States,direct call,Male,12,hybrid,24,2,Technology Innovative Learning,4,CODING
8223,2771,Technology Innovative Learning,United States,Cambridge International School,Male,8,offline,48,3,3D Designing,5,CODING
8224,2772,Python Programming,United States,United International Private School,Male,6,hybrid,48,3,Game Development,3,STEM
8225,2773,Internet of Things,United States,DPS,Male,10,offline,48,3,Technology Innovative Learning,5,ELECTRONICS
8226,2773,Design Thinking and Entrepreneur Program,Cuba,JSS PRIVATE SCHOOL LLC,Male,12,hybrid,8,1,Technology Innovative Learning,3,ELECTRONICS
8227,2773,Web Development,Cuba,Cambridge International School,Male,8,hybrid,8,1,Graphics Designing,3,ELECTRONICS
8228,2774,Arduino,Cuba,Edyscan Spl kid,Male,6,offline,8,1,Graphics Designing,3,STEM
8229,2774,Data Analysis with PythonData Science,Cuba,Lusk Community College,Male,10,online,24,2,Robotics Innovative Learning,4,STEM
8230,2774,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Bahrain,Home,Male,12,hybrid,24,2,Coding for kids,4,STEM
8231,2774,Tech Innovator,Bahrain,Cambridge International School,Male,8,hybrid,24,2,Python,3,STEM
8232,2775,Data Analysis with PythonData Science,Bahrain,Alshola private school,Male,6,hybrid,96,4,3D Designing,4,ROBOTICS
8233,2776,Electronics for Kids,Bahrain,St marys icse,Male,8,online,48,3,Graphics Designing,4,ROBOTICS
8234,2776,Game Development - Block-Based,Cook Islands,Suncity school,Female,12,online,8,1,3D Designing,4,ROBOTICS
8235,2776,Young Web Developer,Cook Islands,Cambridge International School,Female,8,offline,8,1,Technology Innovative Learning,4,ROBOTICS
8236,2776,JAVA,Cook Islands,The Winchester School,Female,8,online,24,2,App Development,3,ROBOTICS
8237,2776,Public Speaking & Entrepreneurship,Cook Islands,Manipal Academy of Higher Education,Female,10,online,8,1,Game Development,3,ROBOTICS
8238,2777,Young Web Developer,Srilanka,GEMS World Academy,Male,12,offline,48,3,Graphics Designing,5,STEM
8239,2778,Internet of Things,Srilanka,Cambridge International School,Male,8,hybrid,24,2,3D Designing,3,DESIGNING AND ANIMATION
8240,2778,Young Designer,Srilanka,Our Own High School,Male,6,hybrid,24,2,Python,5,DESIGNING AND ANIMATION
8241,2778,Game and App Development,Srilanka,Mayoor Private school  abudhabi,Male,8,online,48,3,3D Designing,4,DESIGNING AND ANIMATION
8242,2778,Game Development,Egypt,Suncity school,Male,12,hybrid,8,1,Python,3,DESIGNING AND ANIMATION
8243,2779,3D Designing & Modelling,Egypt,Cambridge International School,Male,8,online,96,4,App Development,5,ROBOTICS
8244,2780,Young Data Scientist,Egypt,IHS,Male,6,offline,48,3,Robotics Innovative Learning,3,ROBOTICS
8245,2780,Technology Innovative Learning,Egypt,GEMS Metropole School-,Male,8,hybrid,24,2,Python,3,ROBOTICS
8246,2780,Virtual Robotics & Mechatronics,Ukraine,St marys icse,Male,12,offline,24,2,Robotics Innovative Learning,3,ROBOTICS
8247,2781,LEGO Robotics,Ukraine,Cambridge International School,Male,8,offline,24,2,3D Designing,3,ARTIFICIAL INTELLIGENCE
8248,2781,Young Entrepreneur,Ukraine,Al Eman Educational Est ( Al Eman private School ),Male,10,offline,96,4,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
8249,2781,Young Data Scientist,Ukraine,GEMS Wellington International School,Male,8,offline,48,3,App Development,5,ARTIFICIAL INTELLIGENCE
8250,2782,Data Analysis with PythonData Science,USA,Avah Unity,Female,12,offline,8,1,3D Designing,3,STEM
8251,2782,Game Development with Unity,USA,Cambridge International School,Female,8,hybrid,8,1,App Development,4,STEM
8252,2782,Young Game Developer,USA,Mayoor Pvt School,Female,8,offline,96,4,Coding for kids,5,STEM
8253,2782,Scratch Coding,USA,AgaKhan,Female,6,offline,96,4,Python,3,STEM
8254,2783,JAVA,United Arab Emirates,ISGi,Female,12,online,24,2,Python,3,ARTIFICIAL INTELLIGENCE
8255,2783,Young Game Developer,United Arab Emirates,Cambridge International School,Female,8,hybrid,24,2,Graphics Designing,5,ARTIFICIAL INTELLIGENCE
8256,2783,Young Data Scientist,United Arab Emirates,DPS dubai,Female,8,offline,24,2,Robotics Innovative Learning,4,ARTIFICIAL INTELLIGENCE
8257,2783,Robotics,United Arab Emirates,Al Diyafah High School,Female,9,offline,8,1,3D Designing,5,ARTIFICIAL INTELLIGENCE
8258,2783,Young Coder,United Kingdom,Akg public school,Female,12,hybrid,96,4,Graphics Designing,5,ARTIFICIAL INTELLIGENCE
8259,2784,HTML Programming,United Kingdom,Cambridge International School,Female,8,hybrid,24,2,Game Development,4,STEM
8260,2784,French Language Course,United Kingdom,Sheffield Private School,Female,9,offline,24,2,3D Designing,4,STEM
8261,2784,STEM Sr,United Kingdom,Dubai Scholars Private School,Female,9,hybrid,48,3,Python,4,STEM
8262,2784,Young Entrepreneur,China,"Indian Embassy School, Riyadh",Female,12,online,24,2,Robotics Innovative Learning,3,STEM
8263,2785,Young Entrepreneur,China,Cambridge International School,Female,8,online,96,4,Robotics Innovative Learning,4,CODING
8264,2785,Young Designer,China,The International School of Choueifat,Female,6,offline,96,4,Python,4,CODING
8265,2785,Drone Technology,China,DPS,Female,8,hybrid,24,2,Game Development,4,CODING
8266,2785,3D Designing,Turkey,Scottish High International School,Male,12,hybrid,48,3,Python,4,CODING
8267,2786,LEGO Robotics,Turkey,Amity School L.L.C,Male,10,offline,24,2,AI,4,UNIQUE COURSES
8268,2787,French Language Course,Turkey,Golf Indian High School,Male,10,offline,24,2,Coding for kids,3,ROBOTICS
8269,2788,Artificial Intelligence for Non Programmers,Turkey,GEMS Heritage  Indian School,Male,9,online,48,3,Robotics Innovative Learning,3,GAME DEVELOPMENT
8270,2788,Virtual Robotics & Mechatronics,Qatar,Gems FirstPoint School,Male,12,hybrid,48,3,3D Designing,4,GAME DEVELOPMENT
8271,2789,Young Honcho,Qatar,Cambridge International School,Male,15,hybrid,48,3,Python,3,ELECTRONICS
8272,2789,Young Coder,Qatar,Primus Private School LLC,Male,6,online,8,1,App Development,5,ELECTRONICS
8273,2789,Coding For KidsCoding for kids,Qatar,Rajagiri Public School,Male,6,online,48,3,Graphics Designing,5,ELECTRONICS
8274,2789,Virtual Robotics & Mechatronics,Iraq,OOB sharjah,Female,12,hybrid,8,1,Robotics Innovative Learning,3,ELECTRONICS
8275,2790,Tech Innovator,Iraq,"Indian School Muscat, Oman",Female,8,offline,48,3,3D Designing,4,ARTIFICIAL INTELLIGENCE
8276,2790,Graphic Designing,Iraq,Al Ashbal Intl School,Female,8,hybrid,48,3,AI,4,ARTIFICIAL INTELLIGENCE
8277,2791,Drone Technology & Aerodynamics,Iraq,Suchitran,Female,6,online,96,4,Python,4,ROBOTICS
8278,2792,Graphic Designing & Animation,United States,GEMS Westminster,Male,12,online,96,4,Python,3,STEM
8279,2792,Game Development,United States,Arcadia High School,Male,7,hybrid,24,2,Python,3,STEM
8280,2792,Virtual Robotics & Mechatronics,United States,Gems Founders,Male,8,hybrid,48,3,3D Designing,4,STEM
8281,2793,Artificial Intelligence & Machine Learning,United States,Abdul Rahman Kanoo International,Male,6,hybrid,96,4,Game Development,5,GAME DEVELOPMENT
8282,2794,Game Development - Microsoft Arcade,Taiwan,DAA,Male,12,online,96,4,Robotics Innovative Learning,4,ROBOTICS
8283,2794,Young Coder,Taiwan,Merryland International School,Male,12,offline,48,3,Coding for kids,4,ROBOTICS
8284,2794,Space STEM,Taiwan,Cambridge International School,Male,12,hybrid,48,3,Technology Innovative Learning,4,ROBOTICS
8285,2794,Web Development,Taiwan,AlRaja School,Male,10,hybrid,24,2,Technology Innovative Learning,4,ROBOTICS
8286,2794,STEM Sr,Bosnia and Herzegovina,DAA,Female,12,hybrid,8,1,Robotics Innovative Learning,4,ROBOTICS
8287,2795,LEGO Robotics,Bosnia and Herzegovina,Gulf Indian High School,Female,6,hybrid,48,3,Game Development,3,DESIGNING AND ANIMATION
8288,2795,Young Product Designer,Bosnia and Herzegovina,gems our own english high school,Female,8,offline,8,1,AI,4,DESIGNING AND ANIMATION
8289,2795,Young Data Scientist,Bosnia and Herzegovina,Sekolah kebangsaan Sri Hartamas,Female,6,hybrid,48,3,Technology Innovative Learning,3,DESIGNING AND ANIMATION
8290,2795,3D Designing,Egypt,DAA,Female,12,offline,24,2,Technology Innovative Learning,4,DESIGNING AND ANIMATION
8291,2795,Game Development - Microsoft Arcade,Egypt,"Indian School Muscat, Oman",Female,8,hybrid,24,2,App Development,4,DESIGNING AND ANIMATION
8292,2796,Artificial Intelligence & Machine Learning,Egypt,Horizon International School - LLC,Female,8,hybrid,24,2,AI,3,ELECTRONICS
8293,2796,Drone Technology,Egypt,Kido,Female,10,offline,96,4,Robotics Innovative Learning,3,ELECTRONICS
8294,2796,Web Development,USA,Gems Wellington Academy Silicon Oasis,Female,12,online,48,3,Robotics Innovative Learning,3,ELECTRONICS
8295,2796,Design Thinking and Entrepreneur Program,USA,GEMS Wellington Academy (Branch),Female,8,hybrid,24,2,Coding for kids,5,ELECTRONICS
8296,2796,Young Innovator,USA,Mayoor Private school  abudhabi,Female,10,online,8,1,Graphics Designing,3,ELECTRONICS
8297,2797,Robotics,USA,Apple International School,Female,6,offline,48,3,App Development,4,GAME DEVELOPMENT
8298,2798,Graphic Designing & Animation,Russia,Sharjah Private International School,Female,12,offline,48,3,Python,3,GAME DEVELOPMENT
8299,2798,Game Development with Unity,Russia,Rani Laxmi Bai Inter College,Female,7,hybrid,8,1,3D Designing,4,GAME DEVELOPMENT
8300,2799,STEM Sr,Russia,Army Public School,Female,6,online,24,2,AI,3,ROBOTICS
8301,2799,C++ Programming,Russia,The university of texas at arlington,Female,10,offline,48,3,Robotics Innovative Learning,3,ROBOTICS
8302,2799,Robotics,Turkey,International school of Choueifat,Female,13,offline,24,2,Coding for kids,3,ROBOTICS
8303,2800,Young App Developer,Turkey,BISES,Female,8,hybrid,48,3,3D Designing,4,ARTIFICIAL INTELLIGENCE
8304,2800,Virtual Robotics,Turkey,IHS,Female,6,hybrid,24,2,AI,3,ARTIFICIAL INTELLIGENCE
8305,2800,Robotics,Turkey,Lotus Valley School Gurgaon,Female,8,hybrid,8,1,Python,5,ARTIFICIAL INTELLIGENCE
8306,2800,Artificial Intelligence & Machine Learning,Syria,GEMS Wellington Academy,Female,12,hybrid,8,1,App Development,5,ARTIFICIAL INTELLIGENCE
8307,2801,Public Speaking & Entrepreneurship,Syria,Edyscan Spl kid,Female,8,online,48,3,Coding for kids,5,DESIGNING AND ANIMATION
8308,2801,Young Designer,Syria,New Indian Model School,Female,8,hybrid,24,2,Graphics Designing,3,DESIGNING AND ANIMATION
8309,2802,Space STEM,Syria,Al Manar International school,Female,6,offline,8,1,App Development,3,ARTIFICIAL INTELLIGENCE
8310,2802,Drone Technology & Aerodynamics,India,Indian school bahrain,Female,12,hybrid,8,1,3D Designing,4,ARTIFICIAL INTELLIGENCE
8311,2803,Young Product Designer,India,Merryland International School,Female,7,hybrid,24,2,Robotics Innovative Learning,5,ELECTRONICS
8312,2803,Microsoft Arcade,India,LLfp,Female,6,offline,48,3,Graphics Designing,4,ELECTRONICS
8313,2803,Robotics,India,Pakistan Educational Academy,Female,8,offline,48,3,Python,4,ELECTRONICS
8314,2804,HTML Programming,United States,Indian learners own academy,Male,12,offline,24,2,Robotics Innovative Learning,4,CODING
8315,2804,Game Development,United States,GEMS Founders School Mizhar,Male,8,hybrid,48,3,AI,4,CODING
8316,2804,Technology Innovative Learning,United States,Mayoor Pvt School,Male,8,online,48,3,App Development,4,CODING
8317,2804,STEM Jr,United States,Al Rowad international,Male,10,offline,48,3,Graphics Designing,4,CODING
8318,2804,Young Coder,Syria,Dubai English Speaking School,Male,13,online,48,3,App Development,4,CODING
8319,2805,Virtual Robotics & Mechatronics,Syria,"Indian Embassy School, Riyadh",Male,8,offline,8,1,Graphics Designing,5,CODING
8320,2805,Young App Developer,Syria,Mayoor Pvt School,Male,8,hybrid,48,3,Robotics Innovative Learning,4,CODING
8321,2805,Web Development,Syria,Raffles World Academy,Male,8,hybrid,24,2,Game Development,3,CODING
8322,2806,Metaverse,Egypt,"International Indian School, Jeddah",Male,11,offline,8,1,Game Development,3,ELECTRONICS
8323,2806,Young Honcho,Egypt,Brilliance school,Male,8,offline,48,3,Coding for kids,4,ELECTRONICS
8324,2806,C++ Programming,Egypt,Mayoor Pvt School,Male,8,hybrid,24,2,Game Development,3,ELECTRONICS
8325,2806,Artificial Intelligence,Egypt,GEMS Millennium Sharjah,Male,6,offline,48,3,Robotics Innovative Learning,3,ELECTRONICS
8326,2806,3D Designing & Modelling,Bosnia and Herzegovina,The Millenium School,Female,12,online,48,3,App Development,3,ELECTRONICS
8327,2807,Game Development - Microsoft Arcade,Bosnia and Herzegovina,Horizon International School - LLC,Female,8,online,8,1,3D Designing,4,GAME DEVELOPMENT
8328,2807,Graphic Designing,Bosnia and Herzegovina,Mayoor Pvt School,Female,7,online,8,1,Game Development,4,GAME DEVELOPMENT
8329,2807,Technology Innovative Learning,Bosnia and Herzegovina,Hartland International School,Female,8,offline,24,2,3D Designing,3,GAME DEVELOPMENT
8330,2807,Young Product Designer,Pakistan,GEMS Our Own English High School,Female,10,hybrid,24,2,Coding for kids,4,GAME DEVELOPMENT
8331,2808,Programming & Coding - Python/JAVA/HTML/C/C++,Pakistan,Vibgyor,Female,6,offline,96,4,Game Development,4,ARTIFICIAL INTELLIGENCE
8332,2808,Robotics,Pakistan,Al Watania,Female,6,offline,48,3,AI,4,ARTIFICIAL INTELLIGENCE
8333,2808,Artificial Intelligence for Non Programmers,Pakistan,Jbcn,Female,8,offline,96,4,Coding for kids,4,ARTIFICIAL INTELLIGENCE
8334,2809,Technology Innovative Learning,Bosnia and Herzegovina,Bateen w,Male,13,online,24,2,App Development,4,UNIQUE COURSES
8335,2809,Scratch Coding,Bosnia and Herzegovina,QIS,Male,9,hybrid,48,3,Technology Innovative Learning,3,UNIQUE COURSES
8336,2809,Young Designer,Bosnia and Herzegovina,Mayoor Pvt School,Male,8,online,96,4,Python,3,UNIQUE COURSES
8337,2809,Game and App Development,Bosnia and Herzegovina,Lotus Valley School Gurgaon,Male,7,online,96,4,App Development,3,UNIQUE COURSES
8338,2810,HTML Programming,Pakistan,Apple International School,Female,12,hybrid,48,3,Coding for kids,4,ROBOTICS
8339,2811,VEX Robotics,Pakistan,Nadeen International school,Female,8,offline,24,2,App Development,4,ELECTRONICS
8340,2811,STEM Jr,Pakistan,Gems Cambridge International Abu Dhabi,Female,8,offline,96,4,3D Designing,4,ELECTRONICS
8341,2811,Artificial Intelligence & Machine Learning,Pakistan,American International School,Female,6,hybrid,48,3,Coding for kids,4,ELECTRONICS
8342,2811,Young App Developer,USA,Al Adab Iranian Private School for Girls,Female,11,offline,24,2,AI,4,ELECTRONICS
8343,2812,STEM Sr,USA,Lodha World School,Female,8,hybrid,24,2,AI,3,ROBOTICS
8344,2813,VEX Robotics,USA,Cbsd,Female,10,offline,8,1,Python,5,CODING
8345,2813,3D Designing,USA,Scottish High International School,Female,8,hybrid,8,1,App Development,3,CODING
8346,2813,JAVA,Cuba,Holi child auxilliam,Female,11,hybrid,24,2,Game Development,4,CODING
8347,2814,Game Development,Cuba,"Camp, Amity ( Al Nadha)",Female,10,hybrid,48,3,Technology Innovative Learning,3,CODING
8348,2814,Young Coder,Cuba,Cambridge Internatinal School,Female,8,offline,96,4,Robotics Innovative Learning,4,CODING
8349,2815,3D Designing & Modelling,Cuba,Chatrbhuj Narsi School,Female,8,offline,48,3,Python,3,UNIQUE COURSES
