Student Name,Student_ID,Previous Course selected,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 9327,67570,Game Development - Block-Based,Robotics,United Arab Emirates,Gems Cambridge International Abu Dhabi,Male,10.0,offline,24,Art,2,Graphics Designing,4
student 9328,97118,Game Development,Python Programming,India,British International School,Female,10.0,offline,8,Art,1,Python,5
student 9329,18969,Graphic Designing & Animation,Robotics,IndiaSpain,The university of texas at arlington,Female,10.0,offline,48,Mathematics,3,Technology Innovative Learning,4
student 9330,58708,Young Entrepreneur,Game Development - Microsoft Arcade,Egypt,Cambridge International School,Female,10.0,online,48,Mathematics,3,Robotics Innovative Learning,4
student 9331,56025,Internet of Things,Python Programming,Ireland,Chatrbhuj Narsi School,Male,10.0,offline,8,Technology,1,AI,4
student 9332,61325,HTML Programming,Python Programming,United Kingdom,The Indian High School,Male,10.0,offline,24,Music,2,AI,4
student 9333,23582,Electronics Program,Python Programming,Ireland,GEMS Winchester School,Male,10.0,online,24,Art,2,Coding for kids,3
student 9334,47082,Artificial Intelligence,Game Development - Microsoft Arcade,IndiaSpain,Al Naseem International School,Female,10.0,offline,24,Art,2,Graphics Designing,4
student 9335,82618,Space STEM,Robotics,Egypt,GEMS Founders School,Male,10.0,online,24,Music,2,App Development,3
student 9336,86860,Robotics,Robotics,United Kingdom,Al Khaleej National School,Female,10.0,hybrid,48,Science,3,AI,4
student 9337,36061,Space STEM,Game Development - Microsoft Arcade,Syria,The university of texas at arlington,Female,10.0,online,48,Mathematics,3,Python,3
student 9338,83898,Game Development - Microsoft Arcade,Robotics,India,AL SMO,Female,10.0,online,48,Art,3,Coding for kids,5
student 9339,17612,C++ Programming,Game Development - Microsoft Arcade,Bahrain,Primus Private School LLC,Female,10.0,offline,8,Technology,1,Coding for kids,3
student 9340,34594,Young Entrepreneur,Game Development - Microsoft Arcade,Pakistan,Al Manar International school,Female,10.0,offline,96,Sports,4,Graphics Designing,4
student 9341,89595,French Language Course,Robotics,Turkey,Gulf Indian High School,Male,10.0,hybrid,48,Mathematics,3,Python,4
student 9342,10392,Graphic Designing & Animation,Game Development - Microsoft Arcade,China,Arcadia High School,Male,10.0,online,48,Music,3,AI,4
student 9343,20913,Young Web Developer,Robotics,Ireland,University of Wollongong,Male,10.0,offline,24,Music,2,App Development,5
student 9344,79159,JAVA,Robotics,Ukraine,Arab Unity School,Female,10.0,online,24,Music,2,Coding for kids,3
student 9345,78729,Drone Technology,Python Programming,Pakistan,Springdales School LLC,Male,10.0,online,48,Art,3,Python,4
student 9346,20371,Virtual Robotics,Game Development - Microsoft Arcade,Qatar,Summit International School,Male,10.0,hybrid,96,Music,4,Python,3
student 9347,64897,Young Innovator,Game Development - Microsoft Arcade,Jordan,Amity International School,Male,10.0,online,24,Art,2,Robotics Innovative Learning,4
student 9348,68189,Young Innovator,Game Development - Microsoft Arcade,Pakistan,"GEMS Cambridge School, Sharjah",Male,10.0,hybrid,48,Art,3,AI,4
student 9349,76355,Technology Innovative Learning,Game Development - Microsoft Arcade,Taiwan,SMK Orkid Desa,Male,10.0,hybrid,48,Music,3,App Development,3
student 9350,21394,Internet of Things,Python Programming,Qatar,Alhussan International School,Female,10.0,offline,24,Art,2,Coding for kids,4
student 9351,98195,Graphic Designing & Animation,Python Programming,Canada,Alhussan International School,Female,10.0,hybrid,24,Technology,2,AI,3
student 9352,57821,Young Designer,Robotics,United States,GEMS United School,Male,10.0,offline,48,Mathematics,3,Technology Innovative Learning,3
student 9353,74076,Artificial Intelligence & Machine Learning,C Programming,Egypt,Gravi,Female,10.0,offline,48,Mathematics,3,App Development,4
student 9354,40447,Young Innovator,Game Development - Microsoft Arcade,Palestine,Apeejay school,Male,10.0,hybrid,8,Art,1,3D Designing,4
student 9355,71527,C++ Programming,Robotics,Iran (Islamic Republic of),Nadeen International,Female,10.0,hybrid,24,Science,2,Technology Innovative Learning,3
student 9356,39599,Robotics,Game Development - Microsoft Arcade,Cameroon,Hartland International School,Female,10.0,offline,24,Mathematics,2,Robotics Innovative Learning,4
student 9357,40200,Young Innovator,Game Development - Microsoft Arcade,Korea,Crescent English School,Female,10.0,hybrid,96,Technology,4,AI,4
student 9358,63387,3D Designing and Printing,Python Programming,USA,Mercer County Technical Schools,Female,10.0,online,96,Technology,4,Game Development,4
student 9359,20072,Young Innovator,Internet of Things,United Kingdom,GEMS AlBarsha National School for Boys,Female,10.0,online,96,Art,4,AI,3
student 9360,78178,Graphic Designing,C Programming,Syria,English Language Private School,Female,10.0,offline,48,Art,3,Robotics Innovative Learning,3
student 9361,53426,App Design and Development,Python Programming,India,Scuola Dei Bambini,Female,10.0,online,24,Technology,2,3D Designing,4
student 9362,29506,Young Product Designer,3D Designing & Modelling,Cook Islands,Our Own High School,Male,10.0,hybrid,48,Technology,3,Game Development,3
student 9363,85678,STEM Sr,Internet of Things,Ireland,GHIS,Female,10.0,offline,48,Art,3,Python,3
student 9364,86038,Young Product Designer,Game Development - Microsoft Arcade,India,JSS International School LLC,Female,10.0,hybrid,48,Music,3,Graphics Designing,5
student 9365,83084,STEM Jr,Game Development - Microsoft Arcade,Syria,Gemi NM,Female,10.0,online,48,Music,3,App Development,3
student 9366,87830,Augmented & Virtual Reality,Internet of Things,Kuwait,Al majd international school,Female,10.0,hybrid,96,Mathematics,4,3D Designing,4
student 9367,14657,Young Innovator,Python Programming,IndiaSpain,our own English high school,Male,10.0,offline,48,Sports,3,3D Designing,4
student 9368,53622,Young Honcho,Robotics,New Zealand,GEMS International School- Al Khail,Male,10.0,hybrid,24,Music,2,Robotics Innovative Learning,5
student 9369,23589,Young Entrepreneur,Python Programming,Ukraine,The university of texas at arlington,Female,10.0,hybrid,48,Music,3,Game Development,3
student 9370,32170,Python Programming,3D Designing & Modelling,United Arab Emirates,The Aquila School,Male,10.0,hybrid,24,Science,2,Graphics Designing,4
student 9371,84139,Young Game Developer,Robotics,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,10.0,offline,24,Science,2,Python,3
student 9372,62633,Young App Developer,Robotics,Switzerland,Holi child auxilliam,Female,10.0,hybrid,24,Mathematics,2,AI,5
student 9373,67660,Metaverse,Python Programming,Uruguay,Global Indian International School L.L.C,Female,10.0,hybrid,48,Art,3,App Development,4
student 9374,18189,Game and App Development,Robotics,Taiwan,In Phillipines,Male,10.0,hybrid,24,Science,2,3D Designing,3
student 9375,77697,Young Designer,Python Programming,Palestine,British school of Bahrain,Male,10.0,hybrid,48,Music,3,3D Designing,4
student 9376,40361,Electronics Program,Robotics,Korea,SMK Orkid Desa,Female,10.0,online,48,Science,3,Coding for kids,4
student 9377,64257,French Language Course,Python Programming,United States,American School of Creative Sciences,Male,10.0,online,8,Music,1,Game Development,4
student 9378,60986,Game Development - Block-Based,Internet of Things,India,OOB sharjah,Female,10.0,hybrid,48,Technology,3,AI,3
student 9379,73904,Young Entrepreneur,Robotics,Syria,Manipal Academy of Higher Education,Male,10.0,hybrid,24,Art,2,Technology Innovative Learning,4
student 9380,51228,HTML Programming,Robotics,India,Scholars International Academy,Male,10.0,offline,8,Music,1,Robotics Innovative Learning,5
student 9381,80575,Artificial Intelligence,Python Programming,Bahrain,Apple International School,Female,10.0,offline,96,Science,4,AI,3
student 9382,86438,Graphic Designing & Animation,Robotics,USA,GEHS,Female,10.0,hybrid,24,Mathematics,2,Python,3
student 9383,15497,Game Development,Internet of Things,Syria,Brilliance school,Female,10.0,online,24,Art,2,AI,3
student 9384,18598,Python Programming,Robotics,Qatar,The School of the Good Shepherd,Female,10.0,offline,24,Art,2,Graphics Designing,3
student 9385,53065,Metaverse,Robotics,Nigeria,Al Adab Iranian Private School for Girls,Female,10.0,hybrid,24,Science,2,Graphics Designing,5
student 9386,63173,C Programming,C Programming,India,American School of Creative Sciences,Male,10.0,hybrid,8,Science,1,App Development,4
student 9387,92146,Python Programming,Robotics,UAE,GEMS Founders School Mizhar,Female,10.0,online,96,Sports,4,3D Designing,3
student 9388,86081,Young Data Scientist,Game Development - Microsoft Arcade,Armenia,Chinese school Dubai,Male,10.0,online,48,Science,3,Graphics Designing,5
student 9389,34893,Game and App Development,Python Programming,Armenia,Cambridge Internatinal School,Female,10.0,offline,48,Mathematics,3,Coding for kids,5
student 9390,12416,Young App Developer,Robotics,USA,"International Indian School, Jeddah",Male,10.0,online,48,Art,3,Game Development,4
student 9391,56106,JAVA,Robotics,United States,Sunmarke School,Male,10.0,offline,24,Music,2,Game Development,5
student 9392,87636,Graphic Designing & Animation,Python Programming,United States,GEMS Wellington Academy (Branch),Male,10.0,offline,48,Sports,3,Robotics Innovative Learning,5
student 9393,60836,Data Analysis with Python,Robotics,Iran (Islamic Republic of),English College,Male,10.0,hybrid,24,Technology,2,Robotics Innovative Learning,3
student 9394,35962,Virtual Robotics & Mechatronics,Robotics,China,School Inb Al Haitham government school,Female,10.0,online,24,Music,2,Game Development,4
student 9395,22991,LEGO Robotics,3D Designing & Modelling,Nigeria,GEMS World Academy,Female,10.0,offline,48,Art,3,Robotics Innovative Learning,3
student 9396,79091,Young App Developer,Internet of Things,Srilanka,Heritage,Male,10.0,online,8,Sports,1,Robotics Innovative Learning,4
student 9397,17501,Young Data Scientist,Robotics,United States,International School of Creative Science,Male,10.0,offline,24,Science,2,Graphics Designing,3
student 9398,99115,Technology Innovative Learning,Robotics,Ireland,other,Female,10.0,online,48,Mathematics,3,Robotics Innovative Learning,4
student 9399,54056,VEX Robotics,Robotics,Jordan,The university of texas at arlington,Male,10.0,online,96,Sports,4,Coding for kids,4
student 9400,44492,Drone Technology & Aerodynamics,Game Development - Microsoft Arcade,India,GEMS Metropole School-,Female,10.0,hybrid,48,Music,3,Game Development,4
student 9401,28325,Young App Developer,STEM Jr,United Arab Emirates,Gems Cambridge International Abu Dhabi,Male,8.0,online,48,Science,3,App Development,4
student 9402,44022,Data Science,Scratch Coding,Qatar,American International School,Female,13.0,hybrid,24,Mathematics,2,Coding for kids,3
student 9403,56494,Internet of Things,Scratch Coding,Qatar,Coursetakers,Female,13.0,online,8,Technology,1,Game Development,4
student 9404,37009,VEX Robotics,3D Designing,United Arab Emirates,Cambridge International School,Female,12.0,hybrid,48,Music,3,3D Designing,3
student 9405,91541,Virtual Robotics,Artificial Intelligence & Machine Learning,United Arab Emirates,Indian High School,Female,9.0,online,48,Sports,3,3D Designing,3
student 9406,78920,Data Analysis with Python,French Language Course,KSA,DPS The gerdevn,Male,10.0,offline,8,Technology,1,Python,4
student 9407,91930,Augmented & Virtual Reality,Graphic Designing,Srilanka,Ow qusm high school,Female,10.0,offline,24,Mathematics,2,Python,3
student 9408,53879,Young Web Developer,Young Innovator,Ireland,Sharjah Private International School,Female,10.0,online,48,Sports,3,Technology Innovative Learning,5
student 9409,99842,HTML Programming,STEM Jr,Saudi Arabia,"International Indian School, Jeddah",Male,8.0,online,48,Technology,3,3D Designing,4
student 9410,86002,Young Designer,Game Development with Unity,India,"GD Goenka Public School, Agra, India",Male,9.0,offline,48,Art,3,Robotics Innovative Learning,3
student 9411,58211,Artificial Intelligence of Things (AIoT),Robotics,Pakistan,Sunmarke School,Male,9.0,offline,48,Science,3,App Development,4
student 9412,70032,VEX Robotics,Robotics,United Arab Emirates,Cambridge International School,Female,10.0,online,8,Music,1,Technology Innovative Learning,3
student 9413,79136,JAVA,App Development,Pakistan,University of Wollongong,Male,10.0,online,8,Science,1,Coding for kids,3
student 9414,81459,3D Designing & Modelling,Young Game Developer,Uganda,Gems Wellington Academy Silicon Oasis,Female,10.0,hybrid,96,Science,4,Game Development,4
student 9415,26493,Young Data Scientist,Python Programming,United Arab Emirates,GEMS Modern Academy,Female,9.0,hybrid,48,Mathematics,3,Robotics Innovative Learning,5
student 9416,95812,Virtual Robotics & Mechatronics,Python Programming,United States,DAA,Male,7.0,online,8,Art,1,Python,5
student 9417,69960,Public Speaking & Entrepreneurship,Robotics,Switzerland,The Millenium School,Male,7.0,online,24,Technology,2,AI,4
student 9418,54011,C++ Programming,Young Coder,KSA,Millennium Sharjah,Male,10.0,online,48,Science,3,AI,5
student 9419,11168,3D Designing & Modelling,STEM Jr,Oman,Mayoor Pvt School,Female,8.0,hybrid,8,Art,1,Robotics Innovative Learning,5
student 9420,22698,Young App Developer,Arduino,India,Emirates International School (Meadows),Male,10.0,online,96,Mathematics,4,Python,3
student 9421,68697,HTML Programming,STEM Jr,Pakistan,Edyscan Spl kid,Female,10.0,hybrid,24,Technology,2,3D Designing,4
student 9422,90160,Artificial Intelligence of Things (AIoT),STEM Jr,United Arab Emirates,Rajagiri Public School,Male,8.0,hybrid,24,Technology,2,App Development,3
student 9423,32839,Young Game Developer,Python Programming,United Arab Emirates,Al Diyafah High School,Female,9.0,hybrid,24,Art,2,Python,4
student 9424,42235,App Design and Development,Python Programming,United Kingdom,Ambassador International Academy,Male,10.0,offline,48,Mathematics,3,AI,4
student 9425,12205,Drone Technology,Virtual Robotics & Mechatronics,Afghanistan,AUH,Female,10.0,online,48,Science,3,Graphics Designing,3
student 9426,21353,Web Development,Robotics,Saudi Arabia,IISD,Female,10.0,offline,8,Sports,1,3D Designing,3
student 9427,18793,Game Development - Block-Based,3D Designing & Modelling,Iran (Islamic Republic of),Rosary School,Male,9.0,online,48,Mathematics,3,Game Development,3
student 9428,54663,Artificial Intelligence & Machine Learning,Robotics,Uganda,The Millenium School,Female,10.0,offline,24,Sports,2,3D Designing,3
student 9429,87233,Virtual Robotics & Mechatronics,Robotics,UAE,GEMS Wellington Academy (Branch),Female,9.0,offline,96,Science,4,Game Development,3
student 9430,89130,Young Product Designer,Python Programming,United Arab Emirates,Arcadia High School,Female,10.0,hybrid,96,Sports,4,3D Designing,3
student 9431,81082,Game Development with Unity,Design Thinking and Entrepreneur Program,Bosnia and Herzegovina,Indian International School,Male,6.0,hybrid,48,Mathematics,3,Coding for kids,5
student 9432,26346,Artificial Intelligence & Machine Learning,Robotics,Saudi Arabia,Belvedere British School,Female,10.0,offline,48,Music,3,Robotics Innovative Learning,4
student 9433,38170,Game Development - Microsoft Arcade,Robotics,Qatar,Primus Private School LLC,Female,9.0,hybrid,48,Science,3,Technology Innovative Learning,5
student 9434,34416,Young Coder,App Development,United Arab Emirates,SETON HOMESCHOOL,Female,9.0,hybrid,24,Technology,2,Technology Innovative Learning,3
student 9435,74218,Drone Technology,App Development,Ireland,English Language Private School,Female,10.0,online,48,Sports,3,3D Designing,3
student 9436,79054,Young Data Scientist,Robotics,United Arab Emirates,DPS,Female,10.0,online,24,Sports,2,Robotics Innovative Learning,4
student 9437,58565,Drone Technology & Aerodynamics,Robotics,United States,Bright Rider's School,Female,10.0,hybrid,48,Technology,3,Python,5
student 9438,83819,Young Web Developer,Robotics,Qatar,Indian International School,Female,10.0,online,24,Science,2,Coding for kids,3
student 9439,65189,Drone Technology & Aerodynamics,Graphic Designing & Animation,Oman,Indian High School,Male,10.0,online,48,Sports,3,3D Designing,5
student 9440,49538,Graphic Designing,Python Programming,United Arab Emirates,Sunmarke School,Male,9.0,online,24,Science,2,App Development,3
student 9441,13313,Young Innovator,3D Designing,KSA,American International School,Female,10.0,offline,48,Art,3,Robotics Innovative Learning,5
student 9442,88742,VEX Robotics,Technology Innovative Learning,KSA,Indian International School,Female,10.0,online,48,Sports,3,Technology Innovative Learning,5
student 9443,34912,Young Honcho,Technology Innovative Learning,Russia,"Millennium School, Shj",Female,10.0,online,24,Sports,2,Graphics Designing,3
student 9444,90825,Artificial Intelligence & Machine Learning,C Programming,Cameroon,AUH,Male,7.0,offline,48,Art,3,Python,3
student 9445,62469,Game Development - Block-Based,3D Designing & Modelling,Bahrain,Sunmarke School,Female,10.0,hybrid,8,Technology,1,Technology Innovative Learning,3
student 9446,20121,Arduino,Internet of Things,Ireland,Al Maaref Private School (LLC),Female,10.0,online,48,Mathematics,3,Graphics Designing,4
student 9447,62038,Young Data Scientist,Python Programming,Cuba,In Phillipines,Male,8.0,online,48,Technology,3,Technology Innovative Learning,5
student 9448,93308,Drone Technology & Aerodynamics,Artificial Intelligence of Things (AIoT),Cuba,"Middle East International School, Doha,Qatar",Male,10.0,offline,96,Mathematics,4,Coding for kids,4
student 9449,19045,Young Coder,C Programming,United Arab Emirates,Global Indian International School L.L.C,Male,8.0,online,96,Music,4,Game Development,3
student 9450,58034,Technology Innovative Learning,Drone Technology,Pakistan,Suchitran,Male,10.0,offline,8,Art,1,Robotics Innovative Learning,4
student 9451,65096,Artificial Intelligence of Things (AIoT),C Programming,United Arab Emirates,Ambassador School L.L.C,Male,7.0,hybrid,48,Music,3,App Development,3
student 9452,62165,Drone Technology & Aerodynamics,Robotics,United Arab Emirates,"Aspen Heights, Abu Dhabi",Female,10.0,online,24,Science,2,Game Development,3
student 9453,81627,STEM Sr,Game Development - Microsoft Arcade,Pakistan,GEMS Founders School,Male,8.0,online,24,Art,2,Technology Innovative Learning,4
student 9454,67742,Drone Technology,Young Designer,China,The winchester school jabal ali,Male,10.0,online,48,Art,3,Technology Innovative Learning,4
student 9455,25593,Data Analysis with Python,Young Product Designer,Ireland,Al Ashbal Intl School,Female,10.0,hybrid,24,Mathematics,2,Robotics Innovative Learning,3
student 9456,57888,VEX Robotics,App Design and Development,IndiaSpain,GEMS New Millennium School L.L.CAl Salam Community School,Female,10.0,online,48,Mathematics,3,AI,4
student 9457,54458,Artificial Intelligence,Robotics,United Kingdom,Ruth Thompson Middle School,Male,10.0,offline,48,Sports,3,Python,5
student 9458,71028,C Programming,Game Development - Microsoft Arcade,United Arab Emirates,Cambridge International School,Female,9.0,hybrid,96,Science,4,3D Designing,3
student 9459,75596,Artificial Intelligence of Things (AIoT),Python Programming,Armenia,English College,Female,8.0,online,48,Sports,3,Coding for kids,4
student 9460,38224,VEX Robotics,Artificial Intelligence & Machine Learning,Bahrain,Nadeen International school,Male,9.0,online,48,Sports,3,3D Designing,4
student 9461,36476,Internet of Things,Python Programming,Uganda,Apple International School,Female,9.0,online,24,Technology,2,3D Designing,5
student 9462,13572,Artificial Intelligence,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,offline,24,Science,2,Python,5
student 9463,82985,STEM Sr,JAVA,Oman,Al Arqm Private School,Male,10.0,online,24,Mathematics,2,Python,4
student 9464,64370,Data Science,Space STEM,Saudi Arabia,Millennium School SHJ,Female,10.0,hybrid,96,Mathematics,4,Game Development,3
student 9465,79414,Young Game Developer,Technology Innovative Learning,UAE,Dammam  Middle School,Male,10.0,online,96,Mathematics,4,Coding for kids,5
student 9466,96572,3D Designing,Python Programming,United Kingdom,Safa British School,Male,10.0,hybrid,24,Mathematics,2,Coding for kids,3
student 9467,69396,LEGO Robotics,Virtual Robotics & Mechatronics,Korea,IISD,Female,10.0,offline,96,Music,4,Technology Innovative Learning,4
student 9468,47682,STEM Jr,Drone Technology & Aerodynamics,IndiaSpain,GEMS New Millennium School L.L.C,Male,10.0,offline,24,Art,2,Graphics Designing,3
student 9469,74839,Young Game Developer,Young Entrepreneur,Oman,The Westminister School Dubai,Female,10.0,hybrid,24,Music,2,App Development,3
student 9470,18375,Technology Innovative Learning,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,online,48,Science,3,Game Development,4
student 9471,50182,Young Entrepreneur,Artificial Intelligence for Non Programmers,Uganda,"International Indian School, Dammam",Female,10.0,online,48,Technology,3,Technology Innovative Learning,4
student 9472,61045,JAVA,C++ Programming,Canada,Bateen w,Female,10.0,hybrid,24,Music,2,AI,4
student 9473,46081,LEGO Robotics,Python Programming,Egypt,Belvedere British School,Female,10.0,online,48,Music,3,Robotics Innovative Learning,5
student 9474,81232,Augmented & Virtual Reality,Young Designer,Saudi Arabia,Summit International School,Female,10.0,offline,48,Technology,3,Game Development,4
student 9475,67063,Young App Developer,Virtual Robotics & Mechatronics,Pakistan,GEMS World Academy,Female,10.0,online,24,Technology,2,App Development,4
student 9476,30425,Graphic Designing & Animation,Data Science,United Arab Emirates,Cambridge International School Private,Female,9.0,offline,48,Music,3,AI,4
student 9477,32163,Drone Technology & Aerodynamics,Robotics,Korea,Apple International School,Male,10.0,hybrid,8,Sports,1,Coding for kids,4
student 9478,42940,Graphic Designing,Robotics,United Arab Emirates,Sk bukit jalil,Female,10.0,offline,24,Art,2,Technology Innovative Learning,4
student 9479,86622,C++ Programming,Virtual Robotics & Mechatronics,Afghanistan,AgaKhan,Male,6.0,hybrid,48,Sports,3,Technology Innovative Learning,5
student 9480,78098,Internet of Things,Graphic Designing,Oman,Millennium Sharjah,Male,7.0,online,24,Technology,2,Coding for kids,4
student 9481,15244,Game Development with Unity,Game Development with Unity,Singapore,Millennium School SHJ,Female,6.0,online,48,Science,3,3D Designing,4
student 9482,99898,Virtual Robotics,HTML Programming,Uganda,"Millennium School, Shj",Male,9.0,hybrid,8,Technology,1,Python,4
student 9483,51345,Scratch Coding,Arduino,Uganda,GEMS Millennium Sharjah,Female,8.0,hybrid,24,Technology,2,Game Development,4
student 9484,11418,C++ Programming,C Programming,United Arab Emirates,British International School,Female,7.0,offline,48,Art,3,Robotics Innovative Learning,3
student 9485,15527,Arduino,JAVA,Cameroon,"Millennium School, Shj",Female,10.0,offline,8,Science,1,Coding for kids,3
student 9486,52004,Augmented & Virtual Reality,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Female,8.0,hybrid,8,Technology,1,3D Designing,5
student 9487,20503,HTML Programming,STEM Jr,United Arab Emirates,Cambridge International School,Male,9.0,hybrid,24,Mathematics,2,AI,4
student 9488,27055,Drone Technology & Aerodynamics,Data Science,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,9.0,online,24,Sports,2,App Development,4
student 9489,22021,Young Entrepreneur,C Programming,Malaysia,Sekolah kebangsaan Sri Hartamas,Female,7.0,online,8,Technology,1,Robotics Innovative Learning,3
student 9490,79892,3D Designing & Modelling,C Programming,United Arab Emirates,Global Indian International School L.L.C,Male,7.0,online,24,Science,2,App Development,4
student 9491,94093,Artificial Intelligence for Non Programmers,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,online,24,Science,2,Robotics Innovative Learning,4
student 9492,61561,Electronics Program,STEM Jr,United Arab Emirates,Cambridge International School,Female,7.0,hybrid,8,Mathematics,1,Robotics Innovative Learning,5
student 9493,57314,French Language Course,Scratch Coding,United Arab Emirates,DPS The gerdevn,Male,10.0,offline,48,Science,3,Python,3
student 9494,57740,C++ Programming,Technology Innovative Learning,United Arab Emirates,Cambridge International School,Female,6.0,online,48,Technology,3,Technology Innovative Learning,3
student 9495,82413,Game Development with Unity,Technology Innovative Learning,United Arab Emirates,Cambridge International School,Female,6.0,offline,48,Music,3,Game Development,3
student 9496,68585,Virtual Robotics & Mechatronics,Game Development - Block-Based,Malaysia,SJCK Sin Ming,Male,7.0,offline,8,Science,1,Python,5
student 9497,21435,Electronics Program,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,hybrid,48,Technology,3,Technology Innovative Learning,3
student 9498,51529,Drone Technology,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,offline,48,Art,3,App Development,5
student 9499,63260,Data Science,Robotics,Malaysia,Victoria INstitution KL,Male,9.0,hybrid,48,Science,3,Robotics Innovative Learning,3
student 9500,49041,JAVA,3D Designing & Modelling,United Arab Emirates,Cambridge International School Private,Male,8.0,online,24,Art,2,3D Designing,3
student 9501,43795,Web Development,3D Designing & Modelling,Singapore,Not Specified,Male,10.0,offline,8,Mathematics,1,Robotics Innovative Learning,3
student 9502,61568,C++ Programming,Python Programming,United Arab Emirates,Apple International School,Female,6.0,hybrid,24,Mathematics,2,Game Development,4
student 9503,36713,Young Data Scientist,Technology Innovative Learning,Malaysia,International Islamic School,Female,8.0,online,96,Science,4,Technology Innovative Learning,3
student 9504,67780,Artificial Intelligence for Non Programmers,STEM Jr,Qatar,DPS,Male,8.0,online,24,Music,2,Python,5
student 9505,77959,Artificial Intelligence & Machine Learning,STEM Jr,United Arab Emirates,Cambridge International School,Female,12.0,online,48,Science,3,App Development,3
student 9506,12722,3D Designing & Modelling,Game Development - Microsoft Arcade,United Arab Emirates,Cambridge International School,Female,12.0,hybrid,48,Music,3,Technology Innovative Learning,3
student 9507,12941,App Design and Development,Space STEM,Malaysia,SMK Orkid Desa,Female,7.0,online,24,Sports,2,Coding for kids,5
student 9508,90696,Young Designer,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,online,24,Music,2,Robotics Innovative Learning,3
student 9509,70592,Space STEM,STEM Jr,United Arab Emirates,GEMS Westminster,Female,7.0,hybrid,96,Science,4,Coding for kids,5
student 9510,69155,Artificial Intelligence of Things (AIoT),App Design and Development,United Arab Emirates,Cambridge International School,Male,8.0,online,8,Music,1,Technology Innovative Learning,3
student 9511,67942,Augmented & Virtual Reality,STEM Jr,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,6.0,offline,48,Technology,3,3D Designing,3
student 9512,85483,Drone Technology,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,online,24,Art,2,Robotics Innovative Learning,4
student 9514,98888,Metaverse,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,offline,24,Science,2,Robotics Innovative Learning,5
student 9515,71514,Young Data Scientist,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Female,8.0,online,24,Mathematics,2,Coding for kids,4
student 9516,87393,Space STEM,3D Designing & Modelling,India,"GEMS Cambridge School, Sharjah",Female,8.0,online,24,Technology,2,Game Development,3
student 9517,47162,JAVA,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,hybrid,48,Mathematics,3,Graphics Designing,3
student 9518,99973,Internet of Things,STEM Jr,United Arab Emirates,Cambridge International School,Female,7.0,offline,48,Sports,3,Game Development,5
student 9519,20802,Young Data Scientist,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,8.0,offline,24,Music,2,Game Development,4
student 9520,77359,Technology Innovative Learning,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,hybrid,48,Art,3,Robotics Innovative Learning,4
student 9521,90616,Artificial Intelligence & Machine Learning,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Female,8.0,offline,48,Technology,3,AI,4
student 9522,58393,Data Analysis with Python,STEM Jr,United Arab Emirates,Cambridge International School,Female,7.0,offline,24,Technology,2,Technology Innovative Learning,5
student 9523,78597,Artificial Intelligence,STEM Jr,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,8.0,online,48,Music,3,Robotics Innovative Learning,4
student 9524,13675,Python Programming,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,10.0,offline,8,Science,1,Graphics Designing,3
student 9525,58539,Python Programming,Arduino,Palestine,AlRaja School,Male,10.0,offline,24,Sports,2,Python,4
student 9526,34030,3D Designing & Modelling,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,offline,48,Technology,3,Technology Innovative Learning,3
student 9527,19574,Drone Technology & Aerodynamics,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,online,24,Science,2,Graphics Designing,3
student 9528,56355,Metaverse,STEM Jr,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,6.0,offline,48,Art,3,3D Designing,4
student 9529,38239,Graphic Designing & Animation,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,8.0,hybrid,48,Science,3,App Development,3
student 9530,50702,LEGO Robotics,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,offline,48,Music,3,Coding for kids,4
